customer;state;customer lifetime value;gender;income;monthly premium auto;policy type;total claim amount;vehicle class
PZ94551;Oregon;499158.45;F;56649;125;Special Auto;780.090361;SUV
UE76013;Washington;503986.93;F;35984;128;Personal Auto;275.577631;SUV
HS85465;California;275997.83;M;92296;69;Corporate Auto;331.2;Two-Door Car
SI78985;Oregon;799300.4;F;39448;103;Personal Auto;66.020788;Four-Door Car
KF50730;California;523557.35;F;71794;131;Personal Auto;457.471225;SUV
JO13576;California;263301.18;F;21861;69;Personal Auto;348.278032;Four-Door Car
HJ79774;Oregon;276480.23;F;31591;72;Corporate Auto;240.241499;Four-Door Car
KI18648;Arizona;808484.64;F;60662;68;Special Auto;326.4;Two-Door Car
EL99335;California;268517.77;F;20608;73;Personal Auto;350.4;Four-Door Car
LE84979;California;1220812;F;21331;103;Personal Auto;419.062661;SUV
BJ22117;Washington;513341.48;M;53390;6464;Personal Auto;278.999409;Four-Door Car
JF83834;Oregon;249131.7;M;36631;62;Corporate Auto;67.530904;Four-Door Car
YX15941;Oregon;1622964.89;M;26030;139;Corporate Auto;667.2;Sports Car
GC17585;AZ;1347318.57;M;25302;70;Personal Auto;336;Four-Door Car
QW17286;Washington;277832.39;F;66030;69;Personal Auto;282.153792;Four-Door Car
GT54462;AZ;1434985.99;M;73222;180;Personal Auto;821.51673;SUV
BT76268;California;587819.93;F;22061;74;Personal Auto;355.2;Four-Door Car
QM38267;AZ;266605.45;F;86321;66;Personal Auto;316.8;Four-Door Car
LP82042;Oregon;534568.1;M;54668;68;Personal Auto;326.4;Four-Door Car
GH54524;California;1697374.02;M;69497;142;Personal Auto;92.286763;SUV
DP26592;Oregon;251811.21;M;86617;63;Personal Auto;188.325603;Four-Door Car
UP29839;Nevada;1916098.99;F;22705;239;Personal Auto;1294.700423;Luxury SUV
IB80924;Washington;3286440.46;F;90783;104;Personal Auto;285.745227;SUV
OB55054;Oregon;396481.3;M;88410;99;Corporate Auto;475.2;Four-Door Car
SH74080;Oregon;780531.29;F;21073;106;Personal Auto;508.8;SUV
RB38792;Oregon;538949.95;M;66429;136;Personal Auto;57.712985;Sports Car
QR72180;California;324131.42;F;66889;80;Personal Auto;294.319428;Four-Door Car
TW64385;California;552821.28;M;36088;72;Corporate Auto;345.6;Four-Door Car
NF53775;California;370038.5;F;17557;96;Personal Auto;666.724937;Four-Door Car
YB58778;California;532883.59;F;81064;70;Personal Auto;42.238585;Two-Door Car
ZO14864;Washington;341720.5;F;42526;86;Personal Auto;287.5426;Two-Door Car
BI34376;California;787992.9;F;45703;98;Personal Auto;470.4;Two-Door Car
UQ63396;California;786943.24;F;40036;65;Personal Auto;48.828732;Four-Door Car
VH45094;AZ;728678.91;M;65870;61;Personal Auto;202.847644;Four-Door Car
KD47243;California;1179799.21;F;91469;100;Personal Auto;418.864555;SUV
MY13737;California;938675.3;M;42090;119;Corporate Auto;203.352239;SUV
OR48881;Oregon;630892.24;F;21368;79;Corporate Auto;4.61262;Four-Door Car
BD77090;Washington;860915.82;F;79090;107;Personal Auto;289.040734;SUV
LW77178;Oregon;1542801.04;F;33879;98;Corporate Auto;470.4;Two-Door Car
BQ12347;AZ;563079.3;M;72874;70;Special Auto;336;Four-Door Car
BW25236;AZ;1845357.63;M;72215;66;Personal Auto;247.911872;Four-Door Car
XO22038;California;521751.33;F;39854;66;Corporate Auto;261.930545;Two-Door Car
QG51953;Oregon;483578.32;M;36655;61;Personal Auto;295.223164;Four-Door Car
SZ56338;Oregon;559712.5;F;37995;139;Personal Auto;667.2;SUV
PX60116;California;892046.4;F;40867;112;Corporate Auto;537.6;Two-Door Car
BW46202;Oregon;599541.1;F;28804;78;Personal Auto;76.025368;Two-Door Car
GW14109;California;3849694.7;F;48409;124;Special Auto;345.211703;SUV
GP42026;California;838263.01;M;19683;117;Personal Auto;561.6;Sports Car
DH41343;Washington;244366.52;;92834;61;Special Auto;292.8;Four-Door Car
PY42157;Washington;247225.39;F;62006;61;Personal Auto;292.8;Four-Door Car
OL36978;California;540551.84;F;67241;68;Personal Auto;5.674809;Two-Door Car
KT40899;California;935247.9;M;75436;78;Personal Auto;9.747443;Four-Door Car
WE60408;AZ;433987.11;F;91761;109;Personal Auto;779.052276;SUV
LG64797;California;1772376.4;F;25771;222;Personal Auto;1253.984948;Luxury SUV
MD87746;Oregon;750745.54;M;60920;64;Personal Auto;231.201886;Two-Door Car
WO59883;Washington;1901447.63;F;29822;61;Personal Auto;292.8;Two-Door Car
MU79385;AZ;1008037.03;M;60944;130;Personal Auto;623.505066;SUV
JH30384;California;650339.7;F;22081;84;Personal Auto;451.670309;Two-Door Car
LL45497;Washington;248772.97;female;67282;62;Personal Auto;297.6;Two-Door Car
VG56765;Arizona;247152.84;M;95697;61;Personal Auto;114.273025;Two-Door Car
NE24371;Oregon;649424.4;F;15300;85;Personal Auto;408;Four-Door Car
KR48903;Washington;250490.76;M;88264;62;Personal Auto;297.6;Two-Door Car
ZF27999;Nevada;490489.47;F;12902;139;Personal Auto;667.2;Sports Car
MH40017;Arizona;480247.7;M;29809;61;Personal Auto;365.312072;Four-Door Car
ZJ26179;Oregon;838247.84;M;25998;71;Personal Auto;791.878042;Four-Door Car
VO36036;Oregon;353643.18;F;28248;90;Personal Auto;634.385937;Four-Door Car
ZQ94281;California;324481.66;F;68103;82;Personal Auto;277.795988;Two-Door Car
UT73461;Oregon;450539.83;F;81079;111;Special Auto;134.222332;SUV
LT57320;Nevada;244584.48;F;22732;62;Personal Auto;15.616535;Four-Door Car
BZ44726;Nevada;1647776.84;F;49825;70;Corporate Auto;336;Two-Door Car
EG94326;Nevada;427727.01;M;77265;107;Personal Auto;513.6;SUV
QI37869;California;757223.77;M;12876;107;Corporate Auto;425.964628;Four-Door Car
SX65826;Arizona;1176087.64;M;36431;99;Personal Auto;513.252488;Two-Door Car
XO42145;Oregon;393381.4;M;25927;103;Personal Auto;674.973614;SUV
WJ74851;Nevada;570076.18;F;26811;72;Personal Auto;465.763576;Two-Door Car
IG68709;Oregon;349863.48;F;41711;90;Personal Auto;351.286604;Four-Door Car
AC75391;Arizona;576809.13;F;35091;74;Corporate Auto;418.927204;Two-Door Car
YJ69332;Oregon;650339.7;F;22081;84;Personal Auto;451.670309;Two-Door Car
WX87964;Washington;493519;M;29560;62;Personal Auto;297.6;Four-Door Car
PD32641;Oregon;578522.35;M;31320;72;Personal Auto;293.86579;Four-Door Car
QV19964;Oregon;259928.96;M;33947;66;Personal Auto;192.213037;Four-Door Car
WB12017;California;1832186.65;F;21189;66;Personal Auto;316.8;Two-Door Car
JO17193;Washington;230069.15;M;25905;63;Personal Auto;302.4;Four-Door Car
JQ65500;Oregon;862099.74;F;44988;108;Corporate Auto;518.4;Two-Door Car
OI29521;Oregon;1038898.6;F;33432;90;Corporate Auto;161.423101;Two-Door Car
MJ51323;Oregon;842717.25;F;46503;215;Personal Auto;1032;Luxury SUV
HV93429;Oregon;517657.91;F;23636;65;Personal Auto;81.452537;Four-Door Car
TA89713;Oregon;538949.95;M;66429;136;Personal Auto;57.712985;Sports Car
OB98149;Washington;470000.75;F;11417;63;Personal Auto;302.4;Two-Door Car
LE65901;Oregon;443494.14;F;58082;112;Personal Auto;103.022126;SUV
FF68864;Arizona;1401052.74;F;36523;71;Personal Auto;101.353875;Four-Door Car
YX99200;Nevada;1235005.82;M;54710;103;Personal Auto;294.058449;Two-Door Car
LZ26801;California;816157.69;F;73466;102;Personal Auto;204.74051;SUV
TA66375;Oregon;1100913.05;F;51643;283;Corporate Auto;1358.4;Luxury Car
SC92090;Arizona;871704.98;M;83846;74;Personal Auto;355.2;Four-Door Car
ZD63451;California;250366.04;M;53338;63;Personal Auto;35.45384;Four-Door Car
AO98601;Washington;501888.52;;54500;63;Corporate Auto;302.4;Two-Door Car
DT35588;Oregon;433038.6;M;60475;107;Personal Auto;513.6;Four-Door Car
VF87723;California;1048774.33;M;30658;89;Personal Auto;441.757585;Four-Door Car
UW37050;Oregon;1989642.23;F;60420;248;Personal Auto;632.944366;Luxury SUV
IA15979;Washington;694832.59;M;40598;91;Personal Auto;302.791402;Four-Door Car
DB71122;California;351583.19;F;15144;90;Personal Auto;372.652536;Four-Door Car
TM14491;California;1203662.05;M;44428;104;Personal Auto;499.2;SUV
OY94707;California;360979.83;M;58297;97;Special Auto;647.039443;Four-Door Car
LN55080;Oregon;1773246.49;F;42191;74;Special Auto;68.647736;Two-Door Car
TZ47750;Nevada;850985.09;M;26057;74;Personal Auto;523.888845;Four-Door Car
SJ74501;Arizona;586642.43;F;26608;73;Personal Auto;234.234301;Two-Door Car
ML34366;California;538949.95;M;66429;136;Personal Auto;57.712985;Sports Car
EI45850;California;777800.56;F;25970;72;Personal Auto;430.818992;Four-Door Car
LD75023;Oregon;2634608.58;M;48268;223;Personal Auto;1605.6;Luxury SUV
JW12998;California;1486645.12;F;24279;126;Personal Auto;604.8;Sports Car
DW59142;Nevada;2269329.08;F;71879;64;Corporate Auto;9.163065;Two-Door Car
KX54900;Arizona;623601.86;M;57760;78;Special Auto;223.950089;Four-Door Car
XV83643;California;501218.48;M;20976;129;Personal Auto;735.683769;Sports Car
XY33610;Washington;1569553.94;M;97750;65;Personal Auto;303.002922;Four-Door Car
GK48045;Washington;821460.24;F;73245;68;Personal Auto;305.121363;Four-Door Car
ET79528;California;311898.11;M;23008;79;Personal Auto;80.663097;Four-Door Car
RA66180;Washington;276403.21;F;33837;72;Corporate Auto;305.575785;Two-Door Car
BC66536;Arizona;688368.66;F;84869;85;Corporate Auto;408;Four-Door Car
XR95069;Washington;485474.57;;29834;6464;Personal Auto;307.2;Four-Door Car
IF38438;Arizona;2152294.75;F;44695;79;Personal Auto;81.166323;Two-Door Car
FD64348;Oregon;2256361.84;M;23046;65;Personal Auto;1.687291;Two-Door Car
WV66165;Oregon;3506264.8;F;84811;111;Personal Auto;278.284943;SUV
ZZ44902;Arizona;1269267.09;M;40117;108;Personal Auto;750.082794;Two-Door Car
JD73594;Oregon;330911.97;M;72140;87;Personal Auto;417.6;Four-Door Car
VW82067;Washington;518162.09;F;97131;6464;Personal Auto;307.2;Four-Door Car
JS55721;California;241393.06;M;12495;65;Personal Auto;312;Four-Door Car
TJ76363;Arizona;1062921.79;F;36495;133;Corporate Auto;229.930796;SUV
QZ58370;Nevada;1182010.98;F;86801;98;Personal Auto;371.108203;Four-Door Car
RF44930;California;496463.15;M;52679;62;Personal Auto;117.998498;Four-Door Car
VJ44100;California;912292.56;M;90804;113;Personal Auto;434.09776;Sports Car
KN13494;Washington;518162.09;F;97131;6464;Personal Auto;307.2;Four-Door Car
NL80137;Oregon;346066.5;F;14262;90;Personal Auto;290.432527;Four-Door Car
NZ57065;Oregon;287298.08;M;36844;73;Personal Auto;283.966321;Four-Door Car
NM42917;Arizona;992787.77;F;58703;127;Personal Auto;227.916076;SUV
RR68322;Nevada;348268.7;M;65162;86;Personal Auto;134.430084;Four-Door Car
OF78862;Oregon;399172.72;F;54964;99;Personal Auto;525.515271;Four-Door Car
SC93784;Oregon;551010.74;M;61401;69;Personal Auto;144.439335;Four-Door Car
CM59084;Oregon;360093.43;F;25147;101;Corporate Auto;694.598288;SUV
QA41558;Oregon;541945.81;F;73536;67;Personal Auto;172.518524;Two-Door Car
SD62061;Oregon;581063.05;F;24860;73;Personal Auto;350.4;Four-Door Car
VP13613;California;394272.58;M;65404;99;Personal Auto;300.703109;Four-Door Car
HF96939;Oregon;312627.19;M;34510;81;Personal Auto;388.8;Four-Door Car
UG34438;Washington;1099059.48;F;44552;137;Personal Auto;311.103582;SUV
XQ19793;Arizona;477294.38;M;20993;133;Personal Auto;638.4;SUV
LK74984;Washington;245917.17;M;21190;65;Personal Auto;312;Four-Door Car
JE13986;Arizona;1037388.88;F;62587;86;Personal Auto;412.8;Four-Door Car
QR15221;Washington;258420.39;F;22562;65;Personal Auto;312;Two-Door Car
LD49835;California;430742.28;M;73345;107;Personal Auto;513.6;SUV
GD55093;California;1916098.99;F;22705;239;Personal Auto;1294.700423;Luxury SUV
RX19151;Washington;817657.68;M;67137;111;Personal Auto;314.880326;SUV
TJ30354;Oregon;528530.76;F;22627;67;Personal Auto;321.6;Four-Door Car
TA75663;California;802499.3;F;38702;101;Personal Auto;253.364333;SUV
WG15841;California;281046.44;M;26790;71;Personal Auto;340.8;Two-Door Car
LO68739;Arizona;773955.04;F;64859;96;Personal Auto;266.949266;Four-Door Car
BE61743;Washington;410979.36;M;86657;103;Personal Auto;316.227946;Sports Car
EG56026;Nevada;327516.2;F;69263;81;Personal Auto;494.847804;Two-Door Car
VF21395;Oregon;265269.53;M;82655;66;Personal Auto;316.8;Two-Door Car
SI11249;California;504822.62;F;29401;65;Personal Auto;312;Four-Door Car
PU95227;Washington;336241.44;M;22853;87;Personal Auto;316.35678;Four-Door Car
VO87785;Arizona;485842.94;F;26480;63;Personal Auto;378.695238;Two-Door Car
SJ42058;Oregon;338720.33;F;73268;84;Personal Auto;93.623377;Four-Door Car
CU13711;Oregon;1086427.49;F;95579;67;Personal Auto;308.631159;Four-Door Car
GT65065;Oregon;884265;F;42142;112;Personal Auto;396.17554;Sports Car
LO77543;Washington;261661.39;M;72302;66;Special Auto;316.8;Two-Door Car
UQ85283;California;3076325.64;M;41279;115;Personal Auto;251.429988;Sports Car
QA49556;Washington;520022.78;M;23401;66;Personal Auto;316.8;Four-Door Car
DF21541;Arizona;264657.38;F;23170;71;Personal Auto;340.8;Four-Door Car
JL59571;Oregon;460724.43;F;17343;63;Corporate Auto;208.659743;Two-Door Car
DF94525;Oregon;486062;M;25854;68;Personal Auto;396.284835;Four-Door Car
YO58424;Oregon;258084.99;M;46900;66;Corporate Auto;316.8;Four-Door Car
UF32671;Washington;529139.53;F;57338;66;Personal Auto;316.8;Four-Door Car
HO92982;California;840575.3;M;85355;71;Personal Auto;458.568921;Two-Door Car
MZ24175;Arizona;309651.12;F;21604;79;Personal Auto;379.2;Four-Door Car
RI52095;Washington;na;M;51878;66;Personal Auto;316.8;Four-Door Car
EP61084;Nevada;321860.86;F;68776;80;Personal Auto;87.861666;Four-Door Car
EN38348;Oregon;2320726.97;F;45039;96;Personal Auto;192.144838;Four-Door Car
FG46258;Washington;692197.4;F;16483;90;Corporate Auto;320.519977;Two-Door Car
LS98306;Nevada;1391853.48;M;64113;117;Special Auto;561.6;Four-Door Car
PZ47477;Arizona;896630.98;M;41829;76;Personal Auto;416.365369;Two-Door Car
LT32391;California;1198198.48;F;21514;62;Personal Auto;257.248789;Two-Door Car
KK30016;Nevada;553262.98;M;27722;69;Personal Auto;331.2;Four-Door Car
OA89218;Nevada;1166057.3;F;21506;151;Personal Auto;826.658992;Sports Car
CY47265;Oregon;288645.16;F;10312;78;Personal Auto;486.278557;Four-Door Car
ZI47663;Arizona;1274184.75;F;73054;106;Personal Auto;419.365958;SUV
GO14008;Oregon;539809.81;F;73775;67;Personal Auto;321.6;Four-Door Car
BC43958;California;728503.1;M;44788;61;Corporate Auto;386.031248;Four-Door Car
AI61368;Nevada;1765196.34;F;22510;95;Personal Auto;456;Four-Door Car
UF37831;Arizona;1702989.34;M;54613;213;Personal Auto;731.559007;Luxury SUV
PO90615;Arizona;249125.76;F;25965;65;Personal Auto;329.206567;Four-Door Car
GY74661;Oregon;403931.5;F;34911;105;Personal Auto;126.779673;SUV
MX50302;Oregon;261933.74;M;78618;66;Special Auto;225.578841;Two-Door Car
TC84427;Oregon;504968.96;F;61080;66;Personal Auto;294.284951;Four-Door Car
IQ82914;Oregon;498345.71;F;60415;62;Personal Auto;72.665253;Two-Door Car
TY74870;California;253063.94;F;25143;66;Corporate Auto;8.737111;Four-Door Car
II83628;California;739671.97;M;41045;64;Personal Auto;394.582401;Four-Door Car
ZR77995;California;383289.85;M;97729;95;Personal Auto;97.176153;Four-Door Car
QT89604;Arizona;496140.59;F;55702;61;Personal Auto;151.13336;Four-Door Car
AB21519;California;386148.63;F;93272;95;Personal Auto;281.110788;Four-Door Car
MP47256;California;2265853.65;M;23665;67;Personal Auto;404.817249;Four-Door Car
MA47641;Oregon;1040896.87;M;20228;101;Personal Auto;523.815839;SUV
GQ20713;Nevada;483471.05;F;38713;66;Personal Auto;316.8;Four-Door Car
WW87934;Arizona;825766.65;F;23815;73;Personal Auto;424.330166;Four-Door Car
ET64028;California;401231.93;F;47221;99;Personal Auto;475.2;Two-Door Car
QA41472;Oregon;1335548.64;M;34495;113;Personal Auto;389.673944;SUV
OZ92426;Oregon;236443.16;M;46264;62;Corporate Auto;199.37361;Four-Door Car
UM69933;Nevada;248933.79;M;46051;63;Personal Auto;302.4;Two-Door Car
RQ11502;Nevada;475572;F;23975;128;Corporate Auto;614.4;SUV
XY52165;Arizona;302042.48;F;78561;74;Personal Auto;355.2;Two-Door Car
VH43367;California;250602.2;F;61402;63;Special Auto;302.4;Four-Door Car
KG81168;Arizona;282630.76;M;65090;71;Personal Auto;73.995096;Four-Door Car
WU14549;Nevada;436971.79;M;88495;108;Personal Auto;535.926948;Two-Door Car
XB17553;Nevada;1217458.8;M;52797;104;Personal Auto;88.173438;Sports Car
MY88518;Nevada;352804.43;M;31278;92;Personal Auto;441.6;Two-Door Car
XE18554;California;1043657.47;F;24177;92;Personal Auto;441.6;Four-Door Car
NY97446;Oregon;274612.14;F;96339;68;Corporate Auto;293.205349;Four-Door Car
VT96364;California;917517.19;M;68164;119;Personal Auto;222.582872;Four-Door Car
HF88410;Washington;na;;36765;66;Personal Auto;320.849072;Four-Door Car
DP92488;Washington;272752.08;F;74592;67;Personal Auto;321.6;Two-Door Car
VM85856;Oregon;257402.04;F;34990;65;Personal Auto;42.689135;Four-Door Car
EH37385;Arizona;878988.41;F;22849;109;Personal Auto;523.2;Sports Car
FI45719;Arizona;250740.78;M;32893;63;Personal Auto;174.086385;Four-Door Car
UD47050;Oregon;600521.48;M;26876;76;Corporate Auto;364.8;Four-Door Car
XZ17273;Nevada;2099825.95;M;71663;74;Corporate Auto;84.494022;Four-Door Car
BW88060;California;878316.54;F;16994;112;Personal Auto;806.4;SUV
CP32818;Oregon;452996.54;M;64270;117;Personal Auto;46.104534;Sports Car
KD63998;California;267473.07;M;56342;69;Personal Auto;331.2;Four-Door Car
AM30008;California;1413112.13;M;28327;185;Personal Auto;888;Luxury Car
PC83755;Oregon;247152.84;M;95697;61;Personal Auto;114.273025;Two-Door Car
XS22323;Arizona;600521.48;M;26876;76;Personal Auto;364.8;Four-Door Car
ST27958;Washington;438627.76;M;10621;67;Personal Auto;321.6;Four-Door Car
OD18225;California;663166.55;M;32918;84;Personal Auto;403.2;Four-Door Car
NR18672;Nevada;292811.51;M;63127;74;Personal Auto;174.292234;Two-Door Car
DM76654;California;4661187.38;M;22022;136;Personal Auto;979.2;SUV
YY11432;Oregon;1651500.93;F;51725;138;Personal Auto;159.004261;SUV
GK67747;Washington;438627.76;M;10621;67;Special Auto;321.6;Four-Door Car
XA75063;Oregon;1021356.34;F;39719;131;Personal Auto;628.8;Sports Car
PQ13422;Nevada;1004928.59;M;58194;84;Personal Auto;450.996589;Four-Door Car
NA89685;Oregon;574614.83;M;61990;72;Personal Auto;48.884434;Four-Door Car
AL35726;Oregon;374675.16;F;41479;94;Personal Auto;19.575683;Two-Door Car
WO70078;Oregon;748606.84;F;97899;95;Personal Auto;3.772105;Four-Door Car
CA56041;Nevada;912006.52;F;63878;113;Personal Auto;370.285349;SUV
HI41970;Oregon;567804.67;F;68671;70;Special Auto;8.076879;Two-Door Car
WC35554;Oregon;453053.07;M;34640;117;Personal Auto;466.318191;Sports Car
JR10216;California;269138.06;F;21959;71;Corporate Auto;340.8;Four-Door Car
OH11674;Arizona;806862.39;F;51584;69;Corporate Auto;368.919773;Two-Door Car
US85318;Oregon;247857.67;F;65744;62;Corporate Auto;166.507217;Four-Door Car
FS19862;Arizona;911204.15;F;25198;118;Personal Auto;566.4;SUV
ZP80713;Arizona;277244.13;F;79663;69;Personal Auto;263.957201;Two-Door Car
OK50159;Arizona;430579.32;F;31071;111;Personal Auto;215.23091;Sports Car
TP54769;California;510335.76;F;39452;131;Corporate Auto;398.190882;SUV
FS49381;Oregon;478496.05;F;25813;61;Personal Auto;205.332749;Four-Door Car
DQ79499;Oregon;1054110.98;F;59965;131;Personal Auto;905.030448;SUV
VH31965;Washington;528511.87;Male;40783;67;Personal Auto;321.6;Four-Door Car
VO25602;Nevada;761084.05;F;98701;94;Personal Auto;79.615631;Four-Door Car
DQ45854;Oregon;1617294.05;F;64388;68;Personal Auto;12.394834;Four-Door Car
QG15661;Oregon;242549.48;M;66841;62;Personal Auto;123.436634;Four-Door Car
YA80645;Oregon;289931.72;F;33738;74;Corporate Auto;304.390472;Four-Door Car
TW16499;California;363305.4;M;43334;95;Corporate Auto;614.367195;Two-Door Car
NU42684;Nevada;339472.03;F;83431;84;Personal Auto;403.2;Four-Door Car
EM85557;Washington;802106.71;F;54292;67;Personal Auto;321.6;Four-Door Car
HK15299;California;547985.42;M;38210;69;Personal Auto;383.043363;Four-Door Car
SB99002;Oregon;831912.3;F;49734;69;Corporate Auto;154.748539;Four-Door Car
ZH42145;Washington;258286.23;F;50148;65;Corporate Auto;323.485239;Four-Door Car
JG30837;Oregon;416379.34;M;11689;117;Corporate Auto;561.6;SUV
AC22873;Arizona;485310.03;F;17120;125;Special Auto;717.285949;SUV
RO85831;Oregon;753169.73;M;82157;188;Corporate Auto;1353.6;Luxury Car
NN65845;Washington;258593.7;F;21603;68;Personal Auto;326.4;Four-Door Car
RZ27571;Washington;269596.39;F;25544;68;Personal Auto;326.4;Four-Door Car
GH31557;California;268458.16;M;98121;67;Personal Auto;383.655742;Two-Door Car
MK73855;Washington;810936.46;F;32314;68;Personal Auto;326.4;Four-Door Car
IO27771;Oregon;903665.76;F;89382;112;Corporate Auto;573.990258;Four-Door Car
HB99061;Arizona;535218.7;F;97742;132;Corporate Auto;199.590599;SUV
WQ46946;California;791482.31;F;77153;99;Personal Auto;355.641958;Four-Door Car
WJ44028;California;984008.26;M;94590;81;Personal Auto;388.8;Two-Door Car
WH77063;Arizona;435155.05;F;74163;108;Personal Auto;518.4;Four-Door Car
FI13966;Oregon;2220782.62;F;40450;287;Personal Auto;1377.6;Luxury SUV
RJ90816;California;334480.95;F;33243;85;Personal Auto;24.555177;Four-Door Car
NV14535;Nevada;1040896.87;M;20228;101;Personal Auto;523.815839;SUV
BM66931;Arizona;404816.13;F;92801;100;Personal Auto;407.045238;SUV
PG82270;California;290302.42;M;36845;74;Personal Auto;355.2;Four-Door Car
QO79771;California;324204.39;F;72330;81;Personal Auto;126.509441;Four-Door Car
EC44438;Nevada;246762.08;F;19352;65;Personal Auto;724.463534;Four-Door Car
ZN33412;Arizona;863435.6;F;25073;79;Personal Auto;379.2;Four-Door Car
HZ56678;Oregon;278019.69;F;20261;72;Personal Auto;345.6;Four-Door Car
AN36757;Oregon;2205600.5;M;66851;92;Personal Auto;408.550442;Four-Door Car
NB54665;Arizona;251459.2;F;43860;65;Corporate Auto;156.124914;Four-Door Car
MX76292;California;770603.63;F;48019;64;Corporate Auto;137.665031;Four-Door Car
EJ90880;California;279045.82;M;28786;71;Personal Auto;345.619809;Four-Door Car
WO95180;California;239703.61;F;22283;65;Corporate Auto;572.072106;Four-Door Car
BU53191;Arizona;883432.28;F;34133;111;Personal Auto;226.9684;SUV
ZK54897;Arizona;1443567.37;M;60880;119;Personal Auto;109.906628;Two-Door Car
XD29421;Oregon;1536235.44;M;48115;192;Personal Auto;1382.4;Luxury Car
OP26403;California;483479.75;F;32017;62;Personal Auto;297.6;Four-Door Car
XK15687;Oregon;1089930.18;F;58518;136;Personal Auto;323.637414;SUV
ED29955;California;528404.1;M;61542;67;Personal Auto;321.6;Four-Door Car
QT84720;Oregon;289172.68;F;56761;73;Corporate Auto;85.146928;Two-Door Car
ZH35315;California;490054.51;M;22976;66;Personal Auto;345.951322;Four-Door Car
SH51981;Washington;524605.72;M;70301;67;Personal Auto;328.942798;Four-Door Car
JP12645;Arizona;1203662.05;M;44428;104;Personal Auto;499.2;SUV
ZF28570;Nevada;389503.48;M;52361;102;Personal Auto;645.952371;Four-Door Car
UU93074;California;1170106.99;M;32435;297;Personal Auto;1767.348807;Luxury Car
SZ60450;California;341910.87;M;40272;86;Personal Auto;23.387192;Two-Door Car
HL63895;Arizona;730277.51;M;30492;61;Personal Auto;171.38289;Four-Door Car
UD27196;Arizona;1968540.91;M;51524;244;Personal Auto;1171.2;Luxury Car
OU53351;Arizona;248606.49;M;36635;63;Corporate Auto;302.4;Four-Door Car
SX50964;Arizona;522432.88;F;83389;65;Corporate Auto;209.25613;Two-Door Car
RP30093;Oregon;4922143.07;F;63035;153;Personal Auto;734.4;SUV
BK73302;California;316788.87;M;61638;82;Corporate Auto;544.340079;Four-Door Car
CS93971;Arizona;780531.29;F;21073;106;Personal Auto;508.8;SUV
MZ16820;Nevada;815793.36;M;86811;102;Corporate Auto;489.6;Four-Door Car
DO98345;Oregon;1315674.9;M;72517;82;Personal Auto;371.458196;Two-Door Car
PA48777;Washington;249125.76;F;25965;5353;Personal Auto;329.206567;Four-Door Car
UK76814;Oregon;533938.84;F;84424;66;Personal Auto;231.537001;Four-Door Car
SR30440;California;864917.5;F;43383;109;Personal Auto;757.593913;SUV
XE66367;Oregon;751913.36;M;96306;95;Special Auto;185.355353;Four-Door Car
DK98861;Arizona;1316033.89;F;94125;109;Personal Auto;341.680131;SUV
JX14364;Oregon;1323554.44;M;39778;112;Personal Auto;806.4;SUV
JY87538;Oregon;2848607.28;F;91871;102;Personal Auto;346.845129;SUV
VE55982;Nevada;264468.46;M;54000;66;Corporate Auto;373.881547;Two-Door Car
WK99918;Oregon;507328.21;M;57709;125;Personal Auto;600;SUV
XP16538;Arizona;427258.51;F;81132;107;Corporate Auto;419.105559;SUV
HW42900;California;1100301.65;M;22926;93;Corporate Auto;479.934846;Four-Door Car
XH85336;Washington;554803.19;M;67798;69;Personal Auto;331.2;Four-Door Car
ND29059;Oregon;1107768.59;M;78011;138;Personal Auto;619.698644;SUV
HC76653;Oregon;243568.9;M;32931;62;Personal Auto;297.6;Four-Door Car
SG73822;California;874385.22;F;99517;109;Personal Auto;239.905208;Four-Door Car
CB44654;Arizona;240976.09;M;59665;62;Personal Auto;167.138119;Two-Door Car
MP53505;Washington;550001.25;F;86073;136;Corporate Auto;333.5671;Sports Car
YJ43481;Arizona;852828.87;F;91099;107;Corporate Auto;406.430632;SUV
TP15362;Oregon;359199.61;M;28013;91;Personal Auto;655.2;Four-Door Car
YX90754;Nevada;853982.69;F;55478;71;Personal Auto;339.399593;Two-Door Car
TQ32702;Nevada;699091.78;F;22568;88;Corporate Auto;422.4;Four-Door Car
BY22068;Arizona;2395037.44;M;39335;201;Corporate Auto;964.8;Luxury SUV
RD89159;Oregon;436293.12;M;58842;110;Personal Auto;528;Four-Door Car
LS62045;Oregon;283168.37;F;70037;70;Personal Auto;409.985435;Four-Door Car
CD76093;Nevada;759629.15;M;59847;192;Corporate Auto;921.6;Luxury Car
FO99259;California;836567.76;M;26630;118;Personal Auto;581.077056;Four-Door Car
KN87338;Oregon;272639.3;F;48039;68;Personal Auto;11.451889;Four-Door Car
ZF40671;Washington;1242739.37;F;15818;107;Personal Auto;333.886816;Two-Door Car
XR84971;Oregon;2351585.33;F;36537;85;Personal Auto;165.309001;Four-Door Car
PY80449;Arizona;517097.64;M;53603;132;Personal Auto;697.272246;Sports Car
OF47250;California;863949.5;F;92374;107;Personal Auto;220.018279;SUV
WB58031;California;528183.35;M;39658;66;Corporate Auto;316.8;Four-Door Car
BU14748;Arizona;361868.69;M;50755;91;Personal Auto;436.8;Two-Door Car
QK18099;Washington;537584.28;F;69050;67;Personal Auto;334.892437;Four-Door Car
